,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
9960,Indonesia,Potatoes,1999,147199,2702,1597,25.26
9961,Indonesia,Potatoes,1999,147199,2702,1597,27.01
9962,Indonesia,Potatoes,1999,147199,2702,1597,26.82
9963,Indonesia,Potatoes,1999,147199,2702,1597,27.17
9964,Indonesia,Potatoes,1999,147199,2702,1597,26.62
9965,Indonesia,Potatoes,1999,147199,2702,1597,27.32
9966,Indonesia,"Rice, paddy",1999,42519,2702,1597,25.26
9967,Indonesia,"Rice, paddy",1999,42519,2702,1597,27.01
9968,Indonesia,"Rice, paddy",1999,42519,2702,1597,26.82
9969,Indonesia,"Rice, paddy",1999,42519,2702,1597,27.17
9970,Indonesia,"Rice, paddy",1999,42519,2702,1597,26.62
9971,Indonesia,"Rice, paddy",1999,42519,2702,1597,27.32
9972,Indonesia,Soybeans,1999,12013,2702,1597,25.26
9973,Indonesia,Soybeans,1999,12013,2702,1597,27.01
9974,Indonesia,Soybeans,1999,12013,2702,1597,26.82
9975,Indonesia,Soybeans,1999,12013,2702,1597,27.17
9976,Indonesia,Soybeans,1999,12013,2702,1597,26.62
9977,Indonesia,Soybeans,1999,12013,2702,1597,27.32
9978,Indonesia,Sweet potatoes,1999,96698,2702,1597,25.26
9979,Indonesia,Sweet potatoes,1999,96698,2702,1597,27.01
9980,Indonesia,Sweet potatoes,1999,96698,2702,1597,26.82
9981,Indonesia,Sweet potatoes,1999,96698,2702,1597,27.17
9982,Indonesia,Sweet potatoes,1999,96698,2702,1597,26.62
9983,Indonesia,Sweet potatoes,1999,96698,2702,1597,27.32
9984,Indonesia,Cassava,2000,125305,2702,1597,25.46
9985,Indonesia,Cassava,2000,125305,2702,1597,27.2
9986,Indonesia,Cassava,2000,125305,2702,1597,27.1
9987,Indonesia,Cassava,2000,125305,2702,1597,27.23
9988,Indonesia,Cassava,2000,125305,2702,1597,26.77
9989,Indonesia,Cassava,2000,125305,2702,1597,27.44
9990,Indonesia,Maize,2000,27649,2702,1597,25.46
9991,Indonesia,Maize,2000,27649,2702,1597,27.2
9992,Indonesia,Maize,2000,27649,2702,1597,27.1
9993,Indonesia,Maize,2000,27649,2702,1597,27.23
9994,Indonesia,Maize,2000,27649,2702,1597,26.77
9995,Indonesia,Maize,2000,27649,2702,1597,27.44
9996,Indonesia,Potatoes,2000,133759,2702,1597,25.46
9997,Indonesia,Potatoes,2000,133759,2702,1597,27.2
9998,Indonesia,Potatoes,2000,133759,2702,1597,27.1
9999,Indonesia,Potatoes,2000,133759,2702,1597,27.23
10000,Indonesia,Potatoes,2000,133759,2702,1597,26.77
10001,Indonesia,Potatoes,2000,133759,2702,1597,27.44
10002,Indonesia,"Rice, paddy",2000,44007,2702,1597,25.46
10003,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.2
10004,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.1
10005,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.23
10006,Indonesia,"Rice, paddy",2000,44007,2702,1597,26.77
10007,Indonesia,"Rice, paddy",2000,44007,2702,1597,27.44
10008,Indonesia,Soybeans,2000,12335,2702,1597,25.46
10009,Indonesia,Soybeans,2000,12335,2702,1597,27.2
10010,Indonesia,Soybeans,2000,12335,2702,1597,27.1
10011,Indonesia,Soybeans,2000,12335,2702,1597,27.23
10012,Indonesia,Soybeans,2000,12335,2702,1597,26.77
10013,Indonesia,Soybeans,2000,12335,2702,1597,27.44
10014,Indonesia,Sweet potatoes,2000,94211,2702,1597,25.46
10015,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.2
10016,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.1
10017,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.23
10018,Indonesia,Sweet potatoes,2000,94211,2702,1597,26.77
10019,Indonesia,Sweet potatoes,2000,94211,2702,1597,27.44
10020,Indonesia,Cassava,2001,129407,2702,1597,25.43
10021,Indonesia,Cassava,2001,129407,2702,1597,27.13
10022,Indonesia,Cassava,2001,129407,2702,1597,27.26
10023,Indonesia,Cassava,2001,129407,2702,1597,27.32
10024,Indonesia,Cassava,2001,129407,2702,1597,26.81
10025,Indonesia,Cassava,2001,129407,2702,1597,27.52
10026,Indonesia,Maize,2001,28446,2702,1597,25.43
10027,Indonesia,Maize,2001,28446,2702,1597,27.13
10028,Indonesia,Maize,2001,28446,2702,1597,27.26
10029,Indonesia,Maize,2001,28446,2702,1597,27.32
10030,Indonesia,Maize,2001,28446,2702,1597,26.81
10031,Indonesia,Maize,2001,28446,2702,1597,27.52
10032,Indonesia,Potatoes,2001,148495,2702,1597,25.43
10033,Indonesia,Potatoes,2001,148495,2702,1597,27.13
10034,Indonesia,Potatoes,2001,148495,2702,1597,27.26
10035,Indonesia,Potatoes,2001,148495,2702,1597,27.32
10036,Indonesia,Potatoes,2001,148495,2702,1597,26.81
10037,Indonesia,Potatoes,2001,148495,2702,1597,27.52
10038,Indonesia,"Rice, paddy",2001,43879,2702,1597,25.43
10039,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.13
10040,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.26
10041,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.32
10042,Indonesia,"Rice, paddy",2001,43879,2702,1597,26.81
10043,Indonesia,"Rice, paddy",2001,43879,2702,1597,27.52
10044,Indonesia,Soybeans,2001,12181,2702,1597,25.43
10045,Indonesia,Soybeans,2001,12181,2702,1597,27.13
10046,Indonesia,Soybeans,2001,12181,2702,1597,27.26
10047,Indonesia,Soybeans,2001,12181,2702,1597,27.32
10048,Indonesia,Soybeans,2001,12181,2702,1597,26.81
10049,Indonesia,Soybeans,2001,12181,2702,1597,27.52
10050,Indonesia,Sweet potatoes,2001,96634,2702,1597,25.43
10051,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.13
10052,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.26
10053,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.32
10054,Indonesia,Sweet potatoes,2001,96634,2702,1597,26.81
10055,Indonesia,Sweet potatoes,2001,96634,2702,1597,27.52
10056,Indonesia,Cassava,2002,132491,2702,1597,25.64
10057,Indonesia,Cassava,2002,132491,2702,1597,27.4
10058,Indonesia,Cassava,2002,132491,2702,1597,27.5
10059,Indonesia,Cassava,2002,132491,2702,1597,27.49
10060,Indonesia,Cassava,2002,132491,2702,1597,27.01
10061,Indonesia,Cassava,2002,132491,2702,1597,27.71
10062,Indonesia,Maize,2002,30655,2702,1597,25.64
10063,Indonesia,Maize,2002,30655,2702,1597,27.4
10064,Indonesia,Maize,2002,30655,2702,1597,27.5
10065,Indonesia,Maize,2002,30655,2702,1597,27.49
10066,Indonesia,Maize,2002,30655,2702,1597,27.01
10067,Indonesia,Maize,2002,30655,2702,1597,27.71
10068,Indonesia,Potatoes,2002,155903,2702,1597,25.64
10069,Indonesia,Potatoes,2002,155903,2702,1597,27.4
10070,Indonesia,Potatoes,2002,155903,2702,1597,27.5
10071,Indonesia,Potatoes,2002,155903,2702,1597,27.49
10072,Indonesia,Potatoes,2002,155903,2702,1597,27.01
10073,Indonesia,Potatoes,2002,155903,2702,1597,27.71
10074,Indonesia,"Rice, paddy",2002,44691,2702,1597,25.64
10075,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.4
10076,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.5
10077,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.49
10078,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.01
10079,Indonesia,"Rice, paddy",2002,44691,2702,1597,27.71
10080,Indonesia,Soybeans,2002,12360,2702,1597,25.64
10081,Indonesia,Soybeans,2002,12360,2702,1597,27.4
10082,Indonesia,Soybeans,2002,12360,2702,1597,27.5
10083,Indonesia,Soybeans,2002,12360,2702,1597,27.49
10084,Indonesia,Soybeans,2002,12360,2702,1597,27.01
10085,Indonesia,Soybeans,2002,12360,2702,1597,27.71
10086,Indonesia,Sweet potatoes,2002,99940,2702,1597,25.64
10087,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.4
10088,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.5
10089,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.49
10090,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.01
10091,Indonesia,Sweet potatoes,2002,99940,2702,1597,27.71
10092,Indonesia,Cassava,2004,154679,2702,1597,25.67
10093,Indonesia,Cassava,2004,154679,2702,1597,27.42
10094,Indonesia,Cassava,2004,154679,2702,1597,27.32
10095,Indonesia,Cassava,2004,154679,2702,1597,27.57
10096,Indonesia,Cassava,2004,154679,2702,1597,26.97
10097,Indonesia,Cassava,2004,154679,2702,1597,27.69
10098,Indonesia,Maize,2004,33439,2702,1597,25.67
10099,Indonesia,Maize,2004,33439,2702,1597,27.42
10100,Indonesia,Maize,2004,33439,2702,1597,27.32
10101,Indonesia,Maize,2004,33439,2702,1597,27.57
10102,Indonesia,Maize,2004,33439,2702,1597,26.97
10103,Indonesia,Maize,2004,33439,2702,1597,27.69
10104,Indonesia,Potatoes,2004,163870,2702,1597,25.67
10105,Indonesia,Potatoes,2004,163870,2702,1597,27.42
10106,Indonesia,Potatoes,2004,163870,2702,1597,27.32
10107,Indonesia,Potatoes,2004,163870,2702,1597,27.57
10108,Indonesia,Potatoes,2004,163870,2702,1597,26.97
10109,Indonesia,Potatoes,2004,163870,2702,1597,27.69
10110,Indonesia,"Rice, paddy",2004,45365,2702,1597,25.67
10111,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.42
10112,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.32
10113,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.57
10114,Indonesia,"Rice, paddy",2004,45365,2702,1597,26.97
10115,Indonesia,"Rice, paddy",2004,45365,2702,1597,27.69
10116,Indonesia,Soybeans,2004,12801,2702,1597,25.67
10117,Indonesia,Soybeans,2004,12801,2702,1597,27.42
10118,Indonesia,Soybeans,2004,12801,2702,1597,27.32
10119,Indonesia,Soybeans,2004,12801,2702,1597,27.57
10120,Indonesia,Soybeans,2004,12801,2702,1597,26.97
10121,Indonesia,Soybeans,2004,12801,2702,1597,27.69
10122,Indonesia,Sweet potatoes,2004,103053,2702,1597,25.67
10123,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.42
10124,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.32
10125,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.57
10126,Indonesia,Sweet potatoes,2004,103053,2702,1597,26.97
10127,Indonesia,Sweet potatoes,2004,103053,2702,1597,27.69
10128,Indonesia,Cassava,2005,159224,2702,1597,25.59
10129,Indonesia,Cassava,2005,159224,2702,1597,27.22
10130,Indonesia,Cassava,2005,159224,2702,1597,27.48
10131,Indonesia,Cassava,2005,159224,2702,1597,27.44
10132,Indonesia,Cassava,2005,159224,2702,1597,27.11
10133,Indonesia,Cassava,2005,159224,2702,1597,27.77
10134,Indonesia,Maize,2005,34539,2702,1597,25.59
10135,Indonesia,Maize,2005,34539,2702,1597,27.22
10136,Indonesia,Maize,2005,34539,2702,1597,27.48
10137,Indonesia,Maize,2005,34539,2702,1597,27.44
10138,Indonesia,Maize,2005,34539,2702,1597,27.11
10139,Indonesia,Maize,2005,34539,2702,1597,27.77
10140,Indonesia,Potatoes,2005,164014,2702,1597,25.59
10141,Indonesia,Potatoes,2005,164014,2702,1597,27.22
10142,Indonesia,Potatoes,2005,164014,2702,1597,27.48
10143,Indonesia,Potatoes,2005,164014,2702,1597,27.44
10144,Indonesia,Potatoes,2005,164014,2702,1597,27.11
10145,Indonesia,Potatoes,2005,164014,2702,1597,27.77
10146,Indonesia,"Rice, paddy",2005,45739,2702,1597,25.59
10147,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.22
10148,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.48
10149,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.44
10150,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.11
10151,Indonesia,"Rice, paddy",2005,45739,2702,1597,27.77
10152,Indonesia,Soybeans,2005,13006,2702,1597,25.59
10153,Indonesia,Soybeans,2005,13006,2702,1597,27.22
10154,Indonesia,Soybeans,2005,13006,2702,1597,27.48
10155,Indonesia,Soybeans,2005,13006,2702,1597,27.44
10156,Indonesia,Soybeans,2005,13006,2702,1597,27.11
10157,Indonesia,Soybeans,2005,13006,2702,1597,27.77
10158,Indonesia,Sweet potatoes,2005,104128,2702,1597,25.59
10159,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.22
10160,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.48
10161,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.44
10162,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.11
10163,Indonesia,Sweet potatoes,2005,104128,2702,1597,27.77
10164,Indonesia,Cassava,2006,162829,2702,1597,25.66
10165,Indonesia,Cassava,2006,162829,2702,1597,27.39
10166,Indonesia,Cassava,2006,162829,2702,1597,27.21
10167,Indonesia,Cassava,2006,162829,2702,1597,27.55
10168,Indonesia,Cassava,2006,162829,2702,1597,26.98
10169,Indonesia,Cassava,2006,162829,2702,1597,27.55
10170,Indonesia,Maize,2006,34699,2702,1597,25.66
10171,Indonesia,Maize,2006,34699,2702,1597,27.39
10172,Indonesia,Maize,2006,34699,2702,1597,27.21
10173,Indonesia,Maize,2006,34699,2702,1597,27.55
10174,Indonesia,Maize,2006,34699,2702,1597,26.98
10175,Indonesia,Maize,2006,34699,2702,1597,27.55
10176,Indonesia,Potatoes,2006,169363,2702,1597,25.66
10177,Indonesia,Potatoes,2006,169363,2702,1597,27.39
10178,Indonesia,Potatoes,2006,169363,2702,1597,27.21
10179,Indonesia,Potatoes,2006,169363,2702,1597,27.55
10180,Indonesia,Potatoes,2006,169363,2702,1597,26.98
10181,Indonesia,Potatoes,2006,169363,2702,1597,27.55
10182,Indonesia,"Rice, paddy",2006,46201,2702,1597,25.66
10183,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.39
10184,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.21
10185,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.55
10186,Indonesia,"Rice, paddy",2006,46201,2702,1597,26.98
10187,Indonesia,"Rice, paddy",2006,46201,2702,1597,27.55
10188,Indonesia,Soybeans,2006,12878,2702,1597,25.66
10189,Indonesia,Soybeans,2006,12878,2702,1597,27.39
10190,Indonesia,Soybeans,2006,12878,2702,1597,27.21
10191,Indonesia,Soybeans,2006,12878,2702,1597,27.55
10192,Indonesia,Soybeans,2006,12878,2702,1597,26.98
10193,Indonesia,Soybeans,2006,12878,2702,1597,27.55
10194,Indonesia,Sweet potatoes,2006,105267,2702,1597,25.66
10195,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.39
10196,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.21
10197,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.55
10198,Indonesia,Sweet potatoes,2006,105267,2702,1597,26.98
10199,Indonesia,Sweet potatoes,2006,105267,2702,1597,27.55
10200,Indonesia,Cassava,2007,166362,2702,1597,25.5
10201,Indonesia,Cassava,2007,166362,2702,1597,27.21
10202,Indonesia,Cassava,2007,166362,2702,1597,27.14
10203,Indonesia,Cassava,2007,166362,2702,1597,27.29
10204,Indonesia,Cassava,2007,166362,2702,1597,26.88
10205,Indonesia,Cassava,2007,166362,2702,1597,27.49
10206,Indonesia,Maize,2007,36601,2702,1597,25.5
10207,Indonesia,Maize,2007,36601,2702,1597,27.21
10208,Indonesia,Maize,2007,36601,2702,1597,27.14
10209,Indonesia,Maize,2007,36601,2702,1597,27.29
10210,Indonesia,Maize,2007,36601,2702,1597,26.88
10211,Indonesia,Maize,2007,36601,2702,1597,27.49
10212,Indonesia,Potatoes,2007,160919,2702,1597,25.5
10213,Indonesia,Potatoes,2007,160919,2702,1597,27.21
10214,Indonesia,Potatoes,2007,160919,2702,1597,27.14
10215,Indonesia,Potatoes,2007,160919,2702,1597,27.29
10216,Indonesia,Potatoes,2007,160919,2702,1597,26.88
10217,Indonesia,Potatoes,2007,160919,2702,1597,27.49
10218,Indonesia,"Rice, paddy",2007,47052,2702,1597,25.5
10219,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.21
10220,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.14
10221,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.29
10222,Indonesia,"Rice, paddy",2007,47052,2702,1597,26.88
10223,Indonesia,"Rice, paddy",2007,47052,2702,1597,27.49
10224,Indonesia,Soybeans,2007,12908,2702,1597,25.5
10225,Indonesia,Soybeans,2007,12908,2702,1597,27.21
10226,Indonesia,Soybeans,2007,12908,2702,1597,27.14
10227,Indonesia,Soybeans,2007,12908,2702,1597,27.29
10228,Indonesia,Soybeans,2007,12908,2702,1597,26.88
10229,Indonesia,Soybeans,2007,12908,2702,1597,27.49
10230,Indonesia,Sweet potatoes,2007,106643,2702,1597,25.5
10231,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.21
10232,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.14
10233,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.29
10234,Indonesia,Sweet potatoes,2007,106643,2702,1597,26.88
10235,Indonesia,Sweet potatoes,2007,106643,2702,1597,27.49
10236,Indonesia,Cassava,2008,180950,2702,1597,25.32
10237,Indonesia,Cassava,2008,180950,2702,1597,26.97
10238,Indonesia,Cassava,2008,180950,2702,1597,27.03
10239,Indonesia,Cassava,2008,180950,2702,1597,27.18
10240,Indonesia,Cassava,2008,180950,2702,1597,26.65
10241,Indonesia,Cassava,2008,180950,2702,1597,27.34
10242,Indonesia,Maize,2008,40776,2702,1597,25.32
10243,Indonesia,Maize,2008,40776,2702,1597,26.97
10244,Indonesia,Maize,2008,40776,2702,1597,27.03
10245,Indonesia,Maize,2008,40776,2702,1597,27.18
10246,Indonesia,Maize,2008,40776,2702,1597,26.65
10247,Indonesia,Maize,2008,40776,2702,1597,27.34
10248,Indonesia,Potatoes,2008,166719,2702,1597,25.32
10249,Indonesia,Potatoes,2008,166719,2702,1597,26.97
10250,Indonesia,Potatoes,2008,166719,2702,1597,27.03
10251,Indonesia,Potatoes,2008,166719,2702,1597,27.18
10252,Indonesia,Potatoes,2008,166719,2702,1597,26.65
10253,Indonesia,Potatoes,2008,166719,2702,1597,27.34
10254,Indonesia,"Rice, paddy",2008,48948,2702,1597,25.32
10255,Indonesia,"Rice, paddy",2008,48948,2702,1597,26.97
10256,Indonesia,"Rice, paddy",2008,48948,2702,1597,27.03
10257,Indonesia,"Rice, paddy",2008,48948,2702,1597,27.18
10258,Indonesia,"Rice, paddy",2008,48948,2702,1597,26.65
10259,Indonesia,"Rice, paddy",2008,48948,2702,1597,27.34
10260,Indonesia,Soybeans,2008,13119,2702,1597,25.32
10261,Indonesia,Soybeans,2008,13119,2702,1597,26.97
10262,Indonesia,Soybeans,2008,13119,2702,1597,27.03
10263,Indonesia,Soybeans,2008,13119,2702,1597,27.18
10264,Indonesia,Soybeans,2008,13119,2702,1597,26.65
10265,Indonesia,Soybeans,2008,13119,2702,1597,27.34
10266,Indonesia,Sweet potatoes,2008,107743,2702,1597,25.32
10267,Indonesia,Sweet potatoes,2008,107743,2702,1597,26.97
10268,Indonesia,Sweet potatoes,2008,107743,2702,1597,27.03
10269,Indonesia,Sweet potatoes,2008,107743,2702,1597,27.18
10270,Indonesia,Sweet potatoes,2008,107743,2702,1597,26.65
10271,Indonesia,Sweet potatoes,2008,107743,2702,1597,27.34
10272,Indonesia,Cassava,2009,187461,2702,1597,25.54
10273,Indonesia,Cassava,2009,187461,2702,1597,27.31
10274,Indonesia,Cassava,2009,187461,2702,1597,27.3
10275,Indonesia,Cassava,2009,187461,2702,1597,27.63
10276,Indonesia,Cassava,2009,187461,2702,1597,26.98
10277,Indonesia,Cassava,2009,187461,2702,1597,27.69
10278,Indonesia,Maize,2009,42372,2702,1597,25.54
10279,Indonesia,Maize,2009,42372,2702,1597,27.31
10280,Indonesia,Maize,2009,42372,2702,1597,27.3
10281,Indonesia,Maize,2009,42372,2702,1597,27.63
10282,Indonesia,Maize,2009,42372,2702,1597,26.98
10283,Indonesia,Maize,2009,42372,2702,1597,27.69
10284,Indonesia,Potatoes,2009,165123,2702,1597,25.54
10285,Indonesia,Potatoes,2009,165123,2702,1597,27.31
10286,Indonesia,Potatoes,2009,165123,2702,1597,27.3
10287,Indonesia,Potatoes,2009,165123,2702,1597,27.63
10288,Indonesia,Potatoes,2009,165123,2702,1597,26.98
10289,Indonesia,Potatoes,2009,165123,2702,1597,27.69
10290,Indonesia,"Rice, paddy",2009,49985,2702,1597,25.54
10291,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.31
10292,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.3
10293,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.63
10294,Indonesia,"Rice, paddy",2009,49985,2702,1597,26.98
10295,Indonesia,"Rice, paddy",2009,49985,2702,1597,27.69
10296,Indonesia,Soybeans,2009,13483,2702,1597,25.54
10297,Indonesia,Soybeans,2009,13483,2702,1597,27.31
10298,Indonesia,Soybeans,2009,13483,2702,1597,27.3
10299,Indonesia,Soybeans,2009,13483,2702,1597,27.63
10300,Indonesia,Soybeans,2009,13483,2702,1597,26.98
10301,Indonesia,Soybeans,2009,13483,2702,1597,27.69
10302,Indonesia,Sweet potatoes,2009,111920,2702,1597,25.54
10303,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.31
10304,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.3
10305,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.63
10306,Indonesia,Sweet potatoes,2009,111920,2702,1597,26.98
10307,Indonesia,Sweet potatoes,2009,111920,2702,1597,27.69
10308,Indonesia,Cassava,2010,202174,2702,1597,25.57
10309,Indonesia,Cassava,2010,202174,2702,1597,27.25
10310,Indonesia,Cassava,2010,202174,2702,1597,27.69
10311,Indonesia,Cassava,2010,202174,2702,1597,27.46
10312,Indonesia,Cassava,2010,202174,2702,1597,26.94
10313,Indonesia,Cassava,2010,202174,2702,1597,27.55
10314,Indonesia,Maize,2010,44359,2702,1597,25.57
10315,Indonesia,Maize,2010,44359,2702,1597,27.25
10316,Indonesia,Maize,2010,44359,2702,1597,27.69
10317,Indonesia,Maize,2010,44359,2702,1597,27.46
10318,Indonesia,Maize,2010,44359,2702,1597,26.94
10319,Indonesia,Maize,2010,44359,2702,1597,27.55
10320,Indonesia,Potatoes,2010,159445,2702,1597,25.57
10321,Indonesia,Potatoes,2010,159445,2702,1597,27.25
10322,Indonesia,Potatoes,2010,159445,2702,1597,27.69
10323,Indonesia,Potatoes,2010,159445,2702,1597,27.46
10324,Indonesia,Potatoes,2010,159445,2702,1597,26.94
10325,Indonesia,Potatoes,2010,159445,2702,1597,27.55
10326,Indonesia,"Rice, paddy",2010,50153,2702,1597,25.57
10327,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.25
10328,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.69
10329,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.46
10330,Indonesia,"Rice, paddy",2010,50153,2702,1597,26.94
10331,Indonesia,"Rice, paddy",2010,50153,2702,1597,27.55
10332,Indonesia,Soybeans,2010,13726,2702,1597,25.57
10333,Indonesia,Soybeans,2010,13726,2702,1597,27.25
10334,Indonesia,Soybeans,2010,13726,2702,1597,27.69
10335,Indonesia,Soybeans,2010,13726,2702,1597,27.46
10336,Indonesia,Soybeans,2010,13726,2702,1597,26.94
10337,Indonesia,Soybeans,2010,13726,2702,1597,27.55
10338,Indonesia,Sweet potatoes,2010,113272,2702,1597,25.57
10339,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.25
10340,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.69
10341,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.46
10342,Indonesia,Sweet potatoes,2010,113272,2702,1597,26.94
10343,Indonesia,Sweet potatoes,2010,113272,2702,1597,27.55
10344,Indonesia,Cassava,2011,202955,2702,1597,25.38
10345,Indonesia,Cassava,2011,202955,2702,1597,27.24
10346,Indonesia,Cassava,2011,202955,2702,1597,27.19
10347,Indonesia,Cassava,2011,202955,2702,1597,27.39
10348,Indonesia,Cassava,2011,202955,2702,1597,26.63
10349,Indonesia,Cassava,2011,202955,2702,1597,27.19
10350,Indonesia,Maize,2011,45652,2702,1597,25.38
10351,Indonesia,Maize,2011,45652,2702,1597,27.24
10352,Indonesia,Maize,2011,45652,2702,1597,27.19
10353,Indonesia,Maize,2011,45652,2702,1597,27.39
10354,Indonesia,Maize,2011,45652,2702,1597,26.63
10355,Indonesia,Maize,2011,45652,2702,1597,27.19
10356,Indonesia,Potatoes,2011,159562,2702,1597,25.38
10357,Indonesia,Potatoes,2011,159562,2702,1597,27.24
10358,Indonesia,Potatoes,2011,159562,2702,1597,27.19
10359,Indonesia,Potatoes,2011,159562,2702,1597,27.39
10360,Indonesia,Potatoes,2011,159562,2702,1597,26.63
10361,Indonesia,Potatoes,2011,159562,2702,1597,27.19
10362,Indonesia,"Rice, paddy",2011,49802,2702,1597,25.38
10363,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.24
10364,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.19
10365,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.39
10366,Indonesia,"Rice, paddy",2011,49802,2702,1597,26.63
10367,Indonesia,"Rice, paddy",2011,49802,2702,1597,27.19
10368,Indonesia,Soybeans,2011,13681,2702,1597,25.38
10369,Indonesia,Soybeans,2011,13681,2702,1597,27.24
10370,Indonesia,Soybeans,2011,13681,2702,1597,27.19
10371,Indonesia,Soybeans,2011,13681,2702,1597,27.39
10372,Indonesia,Soybeans,2011,13681,2702,1597,26.63
10373,Indonesia,Soybeans,2011,13681,2702,1597,27.19
10374,Indonesia,Sweet potatoes,2011,123289,2702,1597,25.38
10375,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.24
10376,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.19
10377,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.39
10378,Indonesia,Sweet potatoes,2011,123289,2702,1597,26.63
10379,Indonesia,Sweet potatoes,2011,123289,2702,1597,27.19
10380,Indonesia,Cassava,2012,214018,2702,1597,25.59
10381,Indonesia,Cassava,2012,214018,2702,1597,27.36
10382,Indonesia,Cassava,2012,214018,2702,1597,27.37
10383,Indonesia,Cassava,2012,214018,2702,1597,27.49
10384,Indonesia,Cassava,2012,214018,2702,1597,26.87
10385,Indonesia,Cassava,2012,214018,2702,1597,27.48
10386,Indonesia,Maize,2012,48987,2702,1597,25.59
10387,Indonesia,Maize,2012,48987,2702,1597,27.36
10388,Indonesia,Maize,2012,48987,2702,1597,27.37
10389,Indonesia,Maize,2012,48987,2702,1597,27.49
10390,Indonesia,Maize,2012,48987,2702,1597,26.87
10391,Indonesia,Maize,2012,48987,2702,1597,27.48
10392,Indonesia,Potatoes,2012,165820,2702,1597,25.59
10393,Indonesia,Potatoes,2012,165820,2702,1597,27.36
10394,Indonesia,Potatoes,2012,165820,2702,1597,27.37
10395,Indonesia,Potatoes,2012,165820,2702,1597,27.49
10396,Indonesia,Potatoes,2012,165820,2702,1597,26.87
10397,Indonesia,Potatoes,2012,165820,2702,1597,27.48
10398,Indonesia,"Rice, paddy",2012,51360,2702,1597,25.59
10399,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.36
10400,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.37
10401,Indonesia,"Rice, paddy",2012,51360,2702,1597,27.49
